id;idUniv;status;universitas;berdiri;noSK;tanggalSK;kodePos;telepon;fax;email;website;Lat;Long
136;200;Aktif;Universitas Pelita Harapan Medan;9/25/2009;158DO2009;9/25/2009;20112; 061 80511117; 061 80511113; info.medan@uph.edu; http:medan.uph.edu;3.5864192;98.6734459
137;201;Aktif;Universitas Efarina;11 Desember 2012 ;413EO2012;11 Desember 2012 ;21162;(0622) 331578;(0622) 331578;unefa.ac.id@gmail.com;www.unefa.as.ci;2.9657152;98.8634708
138;202;Aktif;Universitas Sari Mutiara Indonesia Medan;10 Januari 2013 ;10EO2013;10 Januari 2013 ;20123;(061)-8476769;(061)-8471550;info@sari-mutiara.ac.id;www.sari-mutiara.ac.id;3.5980467;98.643071
139;206;Aktif;Institut Teknologi Medan;27 Mei 1963 ;SK MENDIKBUD NO. 106486;27 Mei 1963 ;20217;061-7363771;061-7347954;itm@itm.ac.id;www.itm.ac.id;3.5674804;98.6966893
140;207;Aktif;Institut Sains Dan Teknologi Td Pardede;9/22/1987;57001987;9/22/1987;20153;061-456-9877;061-456-9877;iistp@yahoo.com; ;3.5781707;98.6518083
141;210;Aktif;Sekolah Tinggi Hukum YNI;9/15/1979;58 TAHUN 1979;9/15/1979;21118;0622-431373;0622-22320; ; ;2.9601407;99.06906
142;211;Aktif;STKIP Riama;11 Maret 1976 ;1101983;5 Januari 1983 ;20147;(061)78622857862286;(061)7862285);yayasan_riama@yahoo.com; ;3.538629;98.697059
143;212;Aktif;Sekolah Tinggi Ilmu Ekonomi Swadaya Medan;10 Oktober 1958 ;33;19 Mei 1987 ;20214;061-7324441;81260331283;perguruantinggiswadaya.medan@gmail.com; ;3.582118;98.68888
144;214;Aktif;Sekolah Tinggi Ilmu Hukum Swadaya;27 Maret 1991 ;15901991;27 Maret 1991 ;20214;81260331283;061-7324441;PerguruantinggiSwadaya.Medan@gmail.com; ;3.5741494;98.6884651
145;215;Aktif;Sekolah Tinggi Ilmu Ekonomi Harapan;4 Februari 1974 ;30;30 Mei 1967 ;20152;061-4514560;061-4573932;stie.harapan.medan@gmail.com;www.stie.harapan.ac.id;3.5764984;98.6777562
146;218;Aktif;Sekolah Tinggi Ilmu Hukum Benteng Huraba;4/16/1990;0283O1990;4/16/1990;22715;82367475774;0634 (4320697);stbenhur@ymail.com;www.sbenhur.ac.id;1.3056654;99.2397606
147;219;Aktif;Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa;6 Agustus 1987 ;12;5 Juni 2002 ;20122;061-415-7032;061-415-7021;stie_nusabangsa@yahoo.com;stienusba.ac.id;3.577482;98.6466349
148;221;Aktif;Sekolah Tinggi Teologi HKBP;1 Januari 0001 ; ;;0;6227551233;6227551406; stthkbp1978@gmail.com; stthkbp.ac.id;2.9613414;99.0796757
149;222;Aktif;Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa;24 Februari 1988 ;0113O1988;24 Februari 1988 ;20744;8116585481; ; pb_binjai@yahoo.co.id; ;3.6283802;98.4933892
150;223;Aktif;STKIP Pelita Bangsa;4 Januari 1988 ;005O1988;4 Januari 1988 ;20744;061 -77885481081165; ; pb_binjai@yahoo.co.id; stkip_peltiabangsa.ac.id;3.62858;98.4950829
151;224;Aktif;STKIP Budi Daya;30 Desember 1985 ;0664O1985;30 Desember 1985 ;20746;061-8823928; ; ; ;3.6352684;98.5068644
152;226;Aktif;STKIP Tapanuli Selatan;1 Agustus 1981 ;08DIKTIKEP2002;6 Februari 2002 ;22711;0634-7000104 7000105;0634-26374;stkiptapanuliselatan@gmail.com;stkiptapselpsp.ac.id;1.3897214;99.2690053
153;227;Aktif;Sekolah Tinggi Pertanian Benteng Huraba;4/25/1986;0282O1990;4/16/1990;22715;82367475774; (0634) 4320697;Stbenhur@ymail.com;www.stbenhur.ac.id;1.3056654;99.2397606
154;230;Aktif;Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kisaran;11/16/1992;94DIKTIKEP1996;4/3/1996;21223;(0623) 44312;(0623) 42312;stiemakis@gmail.com;www.stiema-kisaran.ac.id;2.9796199;99.6393144
155;231;Aktif;Sekolah Tinggi Ilmu Ekonomi Mars;21 Januari 1992 ;01DO1993;10 Oktober 1993 ;21131;(0622) 21104;0622-22902;ypm-ps@yahoo.co.id;-;2.9545875;99.0702403
156;232;Aktif;Sekolah Tinggi Ilmu Ekonomi Surya Nusantara;1 Januari 1977 ;28;4/11/1986;21101;0622-23478, 431216;0622-23478;ptasnpres@psiantar.wasantar.net.id;www.sda.org;3.602883;98.672927
157;233;Aktif;Sekolah Tinggi Ilmu Hukum Muhammadiyah Kisaran;17 Juli 1996 ;367DT2006;2 Februari 2006 ;21223;0623-4562005;0623-41557;stihmakisaran@yahoo.co.id; www.stihmakisaran.ac.id;2.9601444;99.6508401
158;234;Aktif;STMIK Budi Darma;1 Maret 1996 ;4858DT2006;20 Desember 2006 ;20219;061-7875998;061-7866743;info@budidarma.ac.id;www.stmik-budidarma.ac.id;3.556345;98.6941449
159;235;Aktif;STMIK Mikroskil;8 Januari 1997 ;45DO1997;8 Januari 1997 ;20212;061-4573767;061-4567789;info@mikroskil.ac.id;www.mikroskil.ac.id;3.587524;98.6906601
160;237;Aktif;Sekolah Tinggi Ilmu Ekonomi Al-Hikmah;8 Agustus 1991 ;8;8 Agustus 1991 ;20371;81397036656;061-735-5561;stie.alhikmah@yahoo.com;http:stiealhikmah.ac.id;3.5864941;98.6790276
161;238;Aktif;Sekolah Tinggi Ilmu Ekonomi Eka Prasetya;2 Januari 2007 ;96KPTI2016;16 Februari 2016 ;20114;061-6628688;061-6628788;info@ekaprasetya.ac.id;www.ekaprasetya.ac.id;3.586722;98.68671
162;239;Aktif;Sekolah Tinggi Ilmu Ekonomi Graha Kirana;14 Juli 1998 ;53DO1998;14 Juli 1998 ;20112;061-4521924;061-4154630; ; ;3.559771;98.6935649
163;240;Aktif;Sekolah Tinggi Ilmu Hukum Graha Kirana;14 Agustus 1998 ;53DO1998;14 Agustus 1998 ;20112;061-4521924;061-4154630;graha-kirana.@indo.net.id; www.grahakirana.ac.id;3.559771;98.6935649
164;241;Aktif;Sekolah Tinggi Ilmu Hukum Al-hikmah;11 Juni 1998 ;161D01998;11/11/1998;20371;061-7355561;7361369;alhikmahstih@gmail.com;-;3.5864941;98.6790276
165;242;Aktif;Sekolah Tinggi Ilmu Ekonomi Indonesia Medan;9/25/2003;159DO2003;9/25/2003;12345;061-732-1152;061-736-8730;stindo.medan@yahoo.com;stie-indonesia.ac.id;3.5764984;98.6777562
166;243;Aktif;STMIK Sisingamangaraja XII;1 Juli 1997 ;72DO1998;20 Agustus 1998 ;20152;061-456-6622;-;stmiksm12@indosat.net.id;www.sisingamangaraja12.net;3.5747082;98.6680472
167;244;Aktif;Sekolah Tinggi Ilmu Ekonomi Labuhan Batu;5 Juni 1998 ;42DO1998;5 Juni 1998 ;21415;(0624) 21901;(0624) 21901; ; ;2.0819881;99.8527212
168;245;Aktif;Sekolah Tinggi Ilmu Ekonomi IBBI;9/28/1998;131DO1998;9/28/1998;20114;4567111;061-4527548;stie@ibbi.ac.id;www.ibbi.ac.id;3.592204;98.672424
169;246;Aktif;Sekolah Tinggi Ilmu Ekonomi Y P Kampus;27 Mei 1999 ;113DO1999;13 Juli 1999 ;22716;063422896-21682;63422896; ; ;3.5930621;98.6695111
170;247;Aktif;Sekolah Tinggi Ilmu Ekonomi LMII;11/23/1991;107DO1999;23 Juni 1999 ;20223;061-88805333;061-88805333;stielmii@gmail.com;www.stie-lmii.ac.id;3.598086;98.706576
171;249;Aktif;STKIP Labuhan Batu;4/21/1999;2438DT2009;4/3/2009;21415;(0624) 21901;(0624) 21901;stkip1999@gmail.com;http:stkip-labuhanbatu.ac.id;2.0820836;99.8536275
172;250;Aktif;Sekolah Tinggi Ilmu Pertanian Labuhan Batu;4/21/1999;11DO2000;4/21/1999;21415;(0624) 21901;(0624) 21901;stiper.stiperlabuhanbatu@gmail.com;stiper-labuhanbatu.ac.id;2.0805632;99.8533874
173;251;Aktif;Sekolah Tinggi Ilmu Hukum Labuhan Batu;14 Februari 2000 ;12DO2000;14 Februari 2000 ;21415;(0264)21901;(0264)21901;stih.labuhanbatu@gmail.com;stihlabuhanbatu.ac.id;2.082064;99.8535017
174;252;Aktif;Sekolah Tinggi Ilmu Manajemen Sukma;9 Juni 2000 ;100D02000;9 Juni 2000 ;20215;061-7883991;-;stimsukma@ymail.com;wwww.stimsukma.ac.id;3.553089;98.6927634
175;253;Aktif;Sekolah Tinggi Ilmu Ekonomi Sultan Agung;27 Oktober 2000 ;227DO2000;27 Oktober 2000 ;21118;0622-25626;0622-21432; stiesultanagungps@gmail.com; stiesultanagungps.ac.id;2.9573774;99.0649512
176;254;Aktif;Sekolah Tinggi Ilmu Ekonomi Pembangunan;23 Agustus 2000 ;168DO2000;23 Agustus 2000 ;22857;63922037;63922037; relix.operator88@gamil.com;www.stiepembnas.ac.id;1.2548965;97.2598913
177;256;Aktif;Sekolah Tinggi Ilmu Ekonomi ITMI Medan;21 Desember 2000 ;250DO2000;12 Desember 2000 ;20216;061-735-6888;061-735-9770;kampus.itmi@yahoo.com;www.itmi.ac.id;3.655557;98.686169
178;257;Aktif;Sekolah Tinggi Perikanan Sibolga;11/12/2001;1;11/13/2000;22531;6317001808;63121948;Stps_sibolga@yahoo.co.id; ;1.73329;98.782668
179;258;Aktif;Sekolah Tinggi Ilmu Ekonomi Bina Karya;6 Februari 2001 ;06DO2001;6 Februari 2001 ;20613;0621-24775;0621-24775; ; ;3.3201411;99.1544968
180;259;Aktif;Sekolah Tinggi Ilmu Bahasa Asing ITMI Medan;8 Februari 2001 ;12DO2001;8 Februari 2001 ;20216;061-735-6888;061-735-9770;kampus.itmi@yahoo.com;www.itmi.ac.id;3.5864941;98.6790276
181;260;Aktif;STIE IBMI Medan;2 Agustus 2001 ;98DO2001;2 Agustus 2001 ;20111;061- 4523425;061-4523423;stieibmi.medan@gmail.com;www.ibmi-medan.com;3.588854;98.679492
182;261;Aktif;Sekolah Tinggi Kelautan Dan Perikanan Indonesia;30 Januari 2006 ;224DT2006 ;30 Januari 2006 ;12345; ; ; ; ;3.5307013;98.7618753
183;262;Aktif;Sekolah Tinggi Ilmu Kesehatan Medistra;30 Agustus 2001 ;161DO2001;30 Agustus 2001 ;20512;617952262;617952234;stikes.medistra38@gmail.com;medistra.ac.id;3.558312;98.8658789
184;263;Aktif;Sekolah Tinggi Ilmu Kesehatan Deli Husada;2 Januari 2002 ;10DO2002;2 Januari 2002 ;20355;(061)7030082;(061) 7030083;delihusada1@gmail.com;www.delihusada.ac.id;3.4883105;98.6832413
185;264;Aktif;STMIK Time;28 Januari 2002 ;13D02002;28 Januari 2002 ;20212;061-4561932;061-4533681;prodi_tsi@live.com;www.stmik-time.ac.id;3.5863357;98.6893909
186;266;Aktif;STMIK Logika;4/24/2002;76DO2002;4/24/2002;20116;616632858;616618572;stmiklogika@yahoo.com;www.logika.ac.id;3.6377365;98.6664617
187;267;Aktif;Sekolah Tinggi Teknik Poliprofesi;14 Februari 2002 ;12;14 Februari 2002 ;20231;061-8446729,8446701;061-8446701;layanan@poliprofesi.ac.id;stt.poliprofesi.ac.id;3.5852585;98.6415117
188;268;Aktif;STMIK IBBI;9/5/2003;125DO2003;9/5/2003;20114;061-456-7111;061-452-7548;stmik@ibbi.ac.id;www.ibbi.ac.id;3.592204;98.672424
189;269;Aktif;STMIK Kaputama;31 Januari 2003 ;09DO2003;31 Januari 2003 ;20714;(061)8828840;(061)8828845;stmikkaputam4@gmail.com;www.kaputama.ac.id;3.6041825;98.4811702
190;270;Aktif;Sekolah Tinggi Teknologi Sinar Husni;21 Agustus 2003 ;36SKE03;21 Agustus 2003 ;20373;618463690;618463690; ; ;3.6352805;98.6612554
191;271;Aktif;Sekolah Tinggi Ilmu Kesehatan Binalita Sudama;30 Desember 2002 ;268DO2002;30 Desember 2002 ;20371;061-620-661; ; ; ;3.6498025;98.7591311
192;272;Aktif;STMIK ITMI Medan;1 Januari 2004 ;121DO2004;11 Agustus 2004 ;20216;061-735-6888;061-735-9770;itmipro@m-fast.net;www.itmi.ac.id;3.586335;98.703153
193;273;Aktif;STIPER Agrobisnis Perkebunan;7 Juli 2005 ;96DO2005;7 Juli 2005 ;20000;061 6613364 6637060;616613204;kampus-mdn@lpp.ac.id; ;3.557542;98.660061
194;274;Aktif;STIE Akuntansi Dan Bisnis Internasional;18 Maret 2005 ;117D02007;26 Juli 2005 ;22111;6177477197;6177477197; ;stieabicampus.ac.id;3.0961981;98.4779932
195;275;Aktif;STIKES Santa Elisabeth Medan;3 Agustus 2007 ;2775DTK-I2009;10 Juli 2009 ;20131;061-8214020;061-8225509; stikes_elisabeth@yahoo.co.id;stikeselisabethmedan.ac.id;3.5367576;98.6318022
196;276;Aktif;STIKES Putra Abadi Langkat;14 Agustus 2007 ;153DO2007;14 Agustus 2007 ;20814;061 8910920;061 8910593; ; ;3.557542;98.660061
197;277;Aktif;STIE Informasi Teknologi Dan Bisnis;24 Juli 1997 ;89DO2007;2 Juli 2007 ;20235;061-4530505-77839687;061-4570737;info@itnb.ac.id;www.itnb.ac.id;3.6080728;98.6683097
198;278;Aktif;STMIK Pelita Nusantara Medan;22 Agustus 2007 ;159DO2008;22 Agustus 2007 ;20154;061-88813414;061-88813415;pelitanusantaramdn@yahoo.com;pelitanusantara.ac.id;3.5720957;98.6604474
199;279;Aktif;Sekolah Tinggi Ilmu Komputer Medan;6 Maret 2008 ;33DO2008;6 Maret 2008 ;20154;061-4510020;061-4510020;info@stikommedan.ac.id;www.stikommedan.ac.id;3.581138;98.661228
200;280;Aktif;STIE Nias Selatan;31 Juli 2008 ;44;21 Januari 2002 ;22865;6307321325;6307321325;bambowo_laia@yahoo.com;www.stienisel.ac.id;0.5701749;97.8256087
201;281;Aktif;STKIP Nias Selatan;31 Juli 2008 ;156DO2008;31 Juli 2008 ;0;6307321325; ;bambowo_laia@yahoo.com; ;3.59932;98.6282
202;282;Aktif;STMIK Kristen Neumann Indonesia;22 Juli 2008 ;145DO2008;22 Juli 2008 ;20122;618369305;618369306; ;www.stmikneumann.ac.id;3.5252885;98.6296967
203;283;Aktif;STMIK Triguna Dharma;8 Juli 2008 ;113DO2008;8 Juli 2008 ;20153;061-8224051;061-8224051;info@trigunadharma.ac.id;www.trigunadharma.ac.id;3.5413913;98.6603356
204;284;Aktif;Stba Persahabatan Internasional Asia;25 Juli 2008 ;151DO2008;25 Juli 2008 ;20115;061- 6616247;061-6616342;info@stbapia.ac.id;www.stbapia.ac.id;3.61407;98.669514
205;285;Aktif;Sekolah Tinggi Ilmu Kesehatan RS Haji Medan;23 Desember 2008 ;252;23 Desember 2008 ;20237;061-6637572;061-6639516;stikes_rshm@ymail.com;www.stikes-rshajimdn.ac.id;3.613982;98.715414
206;288;Aktif;STIE Mikroskill;9/24/2008;211DO2008;9/24/2008;20212;061-4573767;061-4567789;info@mikroskil.ac.id;www.mikroskil.ac.id;3.587524;98.6906601
207;290;Aktif;STKIP Barus Tapanuli Tengah;14 Juli 2011 ;148EO2011;14 Juli 2011 ;22564;(0638)510363;(0638)510363;stkip_barus@yahoo.com;stkipbarus.blogspot.com;2.0246488;98.4622987
208;291;Aktif;STIKES Aufa Royhan;1 Desember 2011 ;270EO2011;1 Desember 2011 ;22733;(0634) 7009557 ;(0634) 22684;aufa.royhan@yahoo.com;http: stikes.aufa.ac.id;1.4183655;99.2890317
209;292;Aktif;Sekolah Tinggi Manajemen Informatika dan Komputer Royal;9/8/2011;197EO2011;9/8/2011;21222;0623 - 41079;42366;stmik_royal@yahoo.co.id;http:stmik.royal.ac.id;2.9790233;99.6307546
210;295;Aktif;STIKES Syuhada di Padangsidimpuan;25 Oktober 2013 ;521EO2013;25 Oktober 2013 ;22733;63422808;363422808;akpersyuhada@ymail.com;www.akpersyuhada.ac.id;1.4625791;99.3229213
211;296;Aktif;Sekolah Tinggi Ilmu Hukum Nias Selatan;11/6/2013;551EO2013;11/6/2013;22865;81381535639;-;STIH_NiasSelatan@yahoo.com;-;0.6522317;97.8068851
212;297;Aktif;S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi;7 Mei 2014 ;62EO2014;7 Mei 2014 ;20117;0616620600, 6629700;616614005;stmb.multismart1@gmail.com;www.multismart.ac.id;3.6132424;98.6518083
213;298;Aktif;STIKES Nurliana Medan;24 Juli 2014 ;271EO2014;24 Juli 2014 ;---- ;061-6637572;061-6637572;stikesnurliana@yahoo.com;www.stikna.ac.id;3.598712;98.7272689
214;300;Aktif;STMIK Methodist Binjai;9/4/2014;383EO2014;9/4/2014;;061-8821418;061-8821313; mibfoundation@yahoo.com;www.stmikmethodistbinjai.ac.id;3.6062248;98.4637712
215;301;Aktif;STIKES Sakinah Husada Tanjung Balai;19 Mei 2014 ;116EO2014;19 Mei 2014 ;21363;85270222443;85270222443;stikes.sakinahhusada@yahoo.com;---;-0.9070232;100.3530307
216;303;Aktif;STIKES Senior Medan;17 Oktober 2014 ;569EO2014;17 Oktober 2014 ;;618368882;618369101;stikesseniormedan@yahoo.co.id;stikes-senior.ac.id;3.53129;98.6423339
217;304;Aktif;STIKES Siti Hajar;17 Oktober 2014 ;556EO2014;17 Oktober 2014 ;; (061)8223939; (061)8213838; stikessitihajar@gmail.com; stikessitihajar.ac.id;3.5713463;98.6604978
218;306;Aktif;Akademi Perniagaan dan Perusahaan APIPSU Medan;10 Oktober 1956 ;232DO2000;31 Oktober 2000 ;20232;061-4551815;061-4534731;appapipsu56@gmail.com;appapipsu.ac.id;3.5904092;98.6915455
219;307;Aktif;Akademi Keuangan Perbankan Swadaya Medan;10 Oktober 1958 ;0387O1987;19 Mei 1987 ;20214;061- 7324441;81260331283;PerguruantinggiSwadaya.Medan@gmail.com; ;3.5712703;98.7192115
220;308;Aktif;Akademi Maritim Indonesia Medan;11/24/1960;NO.614XVILP365;17 Maret 1962 ;20116;061-6615034;061-6627964;ami_medan@live.com;www.ami-medan.com;3.6277084;98.6677129
221;309;Aktif;Akademi Akuntansi YPK Medan;1 Desember 1969 ;017BAN-PTAK-7DPL-3XII2007;29 Desember 2007 ;20219;061-7863988;061-7879611;aaypkmedan@yahoo.com; ;3.553521;98.692315
222;310;Aktif;Akademi Pariwisata Dan Perhotelan Darma Agung;13 Desember 1962 ;0144O1987;9 Maret 1987 ;20153;(061) 4529514;(061) 4529514;appdarmaagung@yahoo.co.id;www.akpardarmaagung.ac.id;3.5792175;98.6632737
223;312;Aktif;Akademi Teknik Indonesia Cut Meutia;1 Juli 1987 ;0838O1989;16 Desember 1989 ;23000;061- 88810017;0;akticut@gmail.com;ati.ac.id;3.59082;98.648894
224;313;Aktif;Akademi Maritim Belawan;4/19/1992;NO.8 AKTA SPM MARPAUNG;14 Oktober 2006 ;20124;061-8457414;061-8477276;amb_medan92@yahoo.com; ;3.608045;98.645169
225;314;Aktif;Akademi Sekretari Manajemen Cendana;17 Mei 1997 ;33DO1997;17 Mei 1997 ;20216;061-7357773;061-7357783;asmcendana@yahoo.com; ;3.566473;98.6971958
226;315;Aktif;Akademi Pariwisata Taman Harapan;25 Mei 1998 ;34DO1998;25 Mei 1998 ;20153;061-451-9057;061-457-3351; ; ;3.584674;98.654566
227;316;Aktif;Akademi Teknologi Industri Immanuel;4 Desember 1996 ;11;11/25/1986;20119;(061)4569548;(061)4154154;perguruanimmanuel@gmail.com;www.perguruanimmanuel.web.id;3.5415325;98.6795236
228;317;Aktif;AMIK Medan Business Polytechnic;8 Juni 1999 ;149DO1999;8 Juni 1999 ;20155;061-8216222;061-8216579;amik@amikmbp.ac.id;www.amikmbp.ac.id;3.5599119;98.6620569
229;318;Aktif;Akademi Manajemen Informatika Dan Komputer Itmi;12 Desember 2000 ;25DO2000;12 Desember 2000 ;20216;061-735-6888;061-735-9770;itmipro@m-fast.net;www.itmi.ac.id;3.555776;98.6882569
230;319;Aktif;Akademi Pariwisata Nusantara Medan;9/21/2000;01DO2001;5 Januari 2001 ;20132;061-4157021;061-4157032;apnmdn@gmail.com ;apnmedan.ac.id;3.585242;98.6755979
231;321;Aktif;Akademi Farmasi Indah Deli Serdang;9/28/2001;3251DT2005;7 Oktober 2005 ;20125;061-786-9045;061-453-2740; ; ;3.6161424;98.6105703
232;322;Aktif;Akademi Kebidanan Nusantara 2000;9/28/2001;219DO2001;9/28/2001;20227;061-77274402;061-7342934;fer_akn2000@yahoo.co.id; ;3.581954;98.7177372
233;324;Aktif;AMIK Widya Loka Medan;23 Agustus 1999 ;212DO2001;9/28/2001;20111;061-4517715;061-6643612;amikwidyaloka@yahoo.com;www..amik-widyaloka.ac.id;3.589358;98.662241
234;325;Aktif;AMIK Labuhan Batu;30 Oktober 2001 ;3302DT2008;9/17/2008;21415;0624-21901;0624-21901;info@amik-labuhanbatu.ac.id;www.amik-labuhanbatu.ac.id;2.0821212;99.8537217
235;326;Aktif;Akademi Manajemen Informatika Dan Komputer Logika;2 Agustus 2001 ;123DO2001;2 Agustus 2001 ;20116;061-6632858;061-6632858;stmiklogika@yahoo.com;www.logika.ac.id;3.555776;98.6882569
236;327;Aktif;Akademi Kebidanan Sari Mutiara;9/26/2001;190DO2001;9/26/2001;20123;(061) 8476769;(061) 8471550;stikes@yahoo.co.uk; ;3.5980467;98.643071
237;328;Aktif;Akademi Teknik Deli Serdang;11/22/2001;247DO2001;11/22/2001;20511;061-8229234;061-8229234; ; ;3.558603;98.873744
238;329;Aktif;Akademi Kebidanan Helvetia Medan;2 Januari 2002 ;02D02002;2 Januari 2002 ;20124;061-8451021;061-8465779;akbid@helvetia.ac.id;www.helvetia.ac.id;3.6155136;98.6496047
239;330;Aktif;Akademi Kholisatur Rahmi;12 Maret 2002 ;50DO2005;12 Maret 2002 ;20725;618823834; ; ; ;3.587843;98.47872
240;331;Aktif;Akademi Kebidanan Bakti Inang Persada;4/2/2002;107DO2002;31 Mei 2002 ;20127;(061)8444614;(061)8444614;baktiinangpersada@yahoo.co.id;-;3.587236;98.678303
241;332;Aktif;AMIK Polibisnis Medan;4/4/2002;69DO2002;4/4/2002;20155;061-8220631;061-8223550;mail@amikpolibisnis.ac.id;www.amikpolibisnis.ac.id;3.563377;98.6621849
242;333;Aktif;Akademi Kebidanan Bina Husada Tebing Tinggi;31 Mei 2002 ;109DO2002;31 Mei 2002 ;20630;0621-326707;0621-21449; ; ;3.557542;98.660061
243;334;Aktif;Akademi Kebidanan Hendersen;31 Mei 2002 ;1117DT2008;4/23/2008;21154;0622 7436144;0622 7436244; ; ;2.970813;99.077539
244;335;Aktif;AMIK Stiekom Sumatera Utara;12 Oktober 2001 ;DIKNASDIKTI NO. 121D02002;8 Juli 2002 ;20224;061-7322705;061-7322706;stiekom_sumut@yahoo.co.id;-;3.597329;98.706834
245;336;Aktif;Akademi Kebidanan Darmo Medan;7 Agustus 2002 ;138DO2002;7 Agustus 2002 ;20141;061-8360589;061-8360589; ; ;3.555483;98.7049459
246;337;Aktif;Akademi Keperawatan Surya Nusantara;1 Juli 2002 ;173DO2002;14 Agustus 2002 ;21101;0622-23478, 431218;0622-23478;ptasnpres@psiantar.wasantara.net.id;www.sda.org;3.602883;98.672927
247;339;Aktif;Akademi Keperawatan Teladan Bahagia;11/16/2001;194DO2002;9/4/2002;20228;061-788-2838; ; akbidakperkb@yahoo.co.id; www.akkb.ac.id;3.609985;98.653578
248;340;Aktif;Akademi Kebidanan Sehat Medan;4/9/2002;2457DT2008;5 Agustus 2008 ;20125;8126335972;061-8469815;akbid_sehatmedan@yahoo.com;yayasansehat.com;3.6046551;98.6198977
249;341;Aktif;Akademi Manajemen Informatika Dan Komputer Medan;26 Juni 2001 ;134DO2003;9/5/2003;20153;614573314;614573351; ; ;3.5809717;98.6612788
250;343;Aktif;Akademi Keperawatan Indah;10 Juni 2003 ;3572DT2008;29 Oktober 2008 ;20218;061-7869045;061-4532740; ; ;3.555483;98.7049459
251;344;Aktif;Akademi Kebidanan Indah;9 Juli 2003 ;89DO2003;9 Juli 2003 ;20118;(061) 7869045;(061) 88807148; akbidindahmedan@yahoo.com; ;3.598744;98.65276
252;345;Aktif;AMIK Intelcom Global Indo Kisaran;1 Maret 2004 ;29DO2004;1 Maret 2004 ;21214;623345423;623345423;baakamik@yahoo.co.id;www.amik-intelcom.ac.id;2.9839703;99.6106982
253;346;Aktif;Akademi Kebidanan Langkat;5 Agustus 2002 ;248DO2002;9 Agustus 2002 ;20814;(061)8911906;(061)8911906; akbidlangkatkab@yahoo.co.id; www.akbidlangkat.ac.id;3.7403312;98.4451963
254;347;Aktif;AMIK Tunas Bangsa;10 Oktober 2003 ;166DO2003;10 Oktober 2003 ;21127;0622-22431;0622-22431;admin@amiktunasbangsa.ac.id;www.amiktunasbangsa.ac.id;2.9584452;99.0598643
255;348;Aktif;Akademi Kebidanan Sentral;22 Oktober 2004 ;169DO2004;22 Oktober 2004 ;22728;0634 22213;0634 22213;akbidsentral@rokcetmail.com;akbid-sentral.ac.id;1.4033088;99.2353181
256;349;Aktif;Akademi Informatika Dan Komputer Medicom;17 Januari 2003 ;135DO2003;17 Januari 2003 ;20231;061-4578066;061-4578074;sahabatmedicom@gmail.com;www.medicom.ac.id;3.6030757;98.613872
257;350;Aktif;Akademi Kebidanan Agatha;1 Maret 2003 ;52;24 Desember 1992 ;21124;0622-7436548; 0622-7436548; agathaakbid@gmail.com; ;2.973834;99.055588
258;351;Aktif;Akademi Keperawatan Pemkab Tapanuli Utara;10 Oktober 2003 ;26;26 Juli 2003 ;22411;633322342;633322342;akpertaput@yahoo.com;www.akperpemkabtaput.com;2.011716;98.9798453
259;352;Aktif;Akademi Refraksi Optisi Binalita Sudama;3 Maret 2005 ;785DT2008;13 Maret 2008 ;20371;061-661-5628; ;aroybsmedan@yahoo.com; ;3.610287;98.708449
260;353;Aktif;Akademi Keperawatan Binalita Sudama;3 Maret 2005 ;24DO2005;3 Maret 2005 ;20371;061-6620661; 061-6620661;akper_ybs@yahoo.com; ;3.604644;98.719858
261;354;Aktif;Akademi Teknik Elektro Medik Binalita Sudama;3 Maret 2005 ;2458DT2008;5 Agustus 2008 ;20371;616625953; ; ; ;3.610287;98.708449
262;355;Aktif;Akademi Kebidanan Dewi Maya;28 Mei 2005 ;07DO2009;6 Juli 2009 ;20000;061-8224835;061-8224824; dewimaya1992@yahoo.co.id; www.dewimaya.ac.id;3.6159194;98.6639293
263;356;Aktif;Akademi Kebidanan Arta Kabanjahe;26 Mei 2005 ;70DO2005;26 Mei 2005 ;22114;0628-20677;62822874;akperakbid_arta@yahoo.co.id; ;3.142402;98.508883
264;357;Aktif;Akademi Pariwisata Medan Hotel School;9 Agustus 2004 ;114DO2004;9 Agustus 2004 ;20142;061-8227756;061-8227756;infomhs2003@yahoo.com;www.akparmhs.ac.id;3.541104;98.6620569
265;358;Aktif;Akademi Kebidanan Hisarma Medan;30 Juni 2004 ;124YRSUHVIII2008;9/3/2008;20123;8451868; ; akbid_hisarma@yahoo.com; www.hisarma.ac.id;3.596276;98.626871
266;359;Aktif;Akademi Keperawatan Helvetia Medan;5 Januari 1996 ;144DO2005;9/29/2005;20351;061-8451021;061-8465779;akper@helvetia.ac.id;www.helvetia.ac.id;3.615489;98.649569
